id_credito,fecha_originacion,id_cliente,nombre_cliente,industria,monto,plazo_meses,canal,estatus_primer_pago
CRED-02177,2026-05-04,CLI-25265,Roberto Guajardo Oquendo,Salud,4639744.73,9,Call Center,A Tiempo
CRED-02178,2026-06-03,CLI-29266,Rubén Díaz Burgos,Transporte,125243.17,3,Promotor,A Tiempo
CRED-02179,2026-07-07,CLI-74344,Vicente Omar León Pulido,Salud,2958181.8,9,App Móvil,A Tiempo
CRED-02180,2026-05-22,CLI-95648,Frida Orozco,Salud,384970.16,9,Promotor,A Tiempo
CRED-02181,2026-06-18,CLI-97177,Elvia Inés Miranda Beltrán,Construcción,4317403.89,9,Web,A Tiempo
CRED-02182,2026-07-05,CLI-37661,María Luisa Quesada Apodaca,Agricultura,1028171.03,60,Web,Tardío
CRED-02183,2026-05-17,CLI-98952,Germán Mateo Briones,Comercio,2656710.53,9,Sucursal,A Tiempo
CRED-02184,,CLI-19772,Lic. Sofía Meza,Tecnología,2352701.4,3,Web,A Tiempo
CRED-02185,2026-04-22,CLI-91478,Sra. Barbara Mesa,Comercio,2128577.28,9,Promotor,Tardío
CRED-02186,2026-07-05,CLI-97318,Ing. Concepción Santiago,Comercio,2441546.87,48,App Móvil,A Tiempo
CRED-02187,2026-07-09,CLI-20537,Diana Eloisa Hernádez Ayala,Transporte,3838180.71,48,App Móvil,A Tiempo
CRED-02188,2026-05-24,CLI-79109,Frida Aldonza Palacios Zarate,Construcción,2271334.82,18,Call Center,A Tiempo
CRED-02189,2026-05-18,CLI-83044,Jacobo Espinoza Feliciano,Manufactura,4046132.49,3,Web,Tardío
CRED-02190,2026-07-12,CLI-07177,Teodoro Garay,Alimentos y Bebidas,93999.41,12,Call Center,A Tiempo
CRED-01304,2026-06-26,CLI-87537,Carla Linda Escobedo,Educación,863513.93,12,Web,A Tiempo
CRED-02192,2026-05-21,CLI-55693,Marco Antonio Guillermo Velásquez Pelayo,Tecnología,4133772.6,24,Sucursal,A Tiempo
CRED-02193,2026-07-03,CLI-83511,Alfonso Francisco Olivas,Salud,751769.13,24,App Móvil,A Tiempo
CRED-02194,2026-07-01,CLI-83093,Gonzalo Segovia,Tecnología,1183739.93,3,Web,A Tiempo
CRED-02195,2026-04-20,CLI-78722,Juan Carlos Montañez,Manufactura,355681.94,36,App Móvil,A Tiempo
CRED-02196,2026-04-29,CLI-26464,Anel Santillán,Tecnología,4874778.31,60,Sucursal,A Tiempo
CRED-02197,2024-02-30,CLI-48975,Nayeli Casas Jaramillo,Agricultura,1481143.02,48,Sucursal,A Tiempo
CRED-02198,2026-04-22,CLI-84148,Cristina Peres Verduzco,Construcción,593852.79,60,Sucursal,A Tiempo
CRED-02199,01/11/2024,CLI-61922,Dr. Julio Godoy,Salud,4497741.58,3,Sucursal,A Tiempo
CRED-02200,2026-07-16,CLI-85816,Bianca Abrego,Tecnología,789731.36,18,Promotor,A Tiempo
CRED-02201,2026-06-03,CLI-79168,Liliana Lugo,Comercio,736019.66,6,Call Center,A Tiempo
CRED-02202,2026-07-09,CLI-50168,Emilia Niño,Comercio,3953996.62,60,Web,Tardío
CRED-02203,2026-05-06,CLI-28777,Natalia Guadalupe Abreu,Educación,1667050.33,9,Sucursal,Tardío
CRED-02204,2026-05-02,CLI-96749,Leonardo Timoteo Fonseca,Construcción,79924.27,60,Web,Tardío
CRED-02205,2026-05-10,CLI-53173,Mónica Vélez Rodarte,Educación,2236892.84,60,Sucursal,A Tiempo
CRED-02206,2026-05-14,CLI-29732,Margarita María Luisa Leyva,Tecnología,2701287.58,24,Web,A Tiempo
CRED-02207,2026-05-31,CLI-90625,Araceli Santana,Educación,4968227.33,9,Promotor,A Tiempo
CRED-02208,2026-06-03,CLI-10634,Reina Mayte Galarza Urbina,Manufactura,4244105.24,9,Promotor,Tardío
CRED-02209,2026-05-26,CLI-05833,Rosa Almonte Maldonado,Servicios,2649840.07,6,Web,A Tiempo
CRED-02210,2026-04-21,CLI-72352,Ana Inés Niño Arevalo,Tecnología,1199167.24,60,Web,Tardío
CRED-02211,2026-05-02,CLI-69524,Srita. Mercedes Dueñas,Tecnología,551333.92,18,Call Center,A Tiempo
CRED-02212,2026-05-24,CLI-85333,Lic. Alonso Romo,Agricultura,2500259.39,3,Call Center,Tardío
CRED-02213,2026-06-01,CLI-31426,Óscar Valadez,Educación,276902.79,6,Promotor,A Tiempo
CRED-02214,2026-05-13,CLI-77183,Timoteo Nevárez,Comercio,132848.51,12,Web,Tardío
CRED-02215,2024-02-30,CLI-35137,Aldo Rivero,Tecnología,4639258.43,60,Promotor,Tardío
CRED-02216,2026-06-23,CLI-87021,Ing. Caridad Saucedo,Manufactura,2582411.74,9,Web,A Tiempo
CRED-02217,2026-07-07,CLI-02204,Srita. Amanda Terán,Comercio,1064857.33,3,Call Center,Tardío
CRED-02218,2026-05-11,CLI-39609,Citlali Venegas Espinosa,Construcción,772854.23,3,App Móvil,A Tiempo
CRED-02219,2026-06-09,CLI-70087,Lic. Gerardo Valencia,Manufactura,-295192.76,36,Call Center,A Tiempo
CRED-02220,2026-04-19,CLI-54489,Concepción Ríos Fernández,Servicios,2073283.03,18,Promotor,A Tiempo
CRED-02221,2026-07-11,CLI-98056,Flavio Aguilar Loera,Alimentos y Bebidas,537158.79,12,Sucursal,A Tiempo
CRED-02222,2026-07-08,CLI-57586,Araceli Luisa Patiño,Educación,4019749.92,12,App Móvil,A Tiempo
CRED-02223,2026-07-06,CLI-31486,Reynaldo Jerónimo Peralta Angulo,Comercio,182610.92,12,App Móvil,Tardío
CRED-02224,2026-05-28,CLI-72953,Hermelinda Villa,Agricultura,1972373.85,3,Promotor,A Tiempo
CRED-02225,2026-05-01,CLI-32309,Esparta Aurora Núñez Zedillo,Servicios,4077111.24,18,Promotor,A Tiempo
CRED-02226,2026-06-04,CLI-82252,Ing. Horacio Cano,Alimentos y Bebidas,3338293.17,36,Web,A Tiempo
CRED-02227,2026-06-30,CLI-37188,César Renato Téllez,Educación,2067298.93,12,Sucursal,A Tiempo
CRED-02228,2026-05-03,CLI-39631,Germán Garibay Oquendo,Comercio,1409155.72,3,Call Center,A Tiempo
CRED-02229,2026-05-10,CLI-89933,Sra. Julia Rivera,Servicios,2782740.55,48,Call Center,A Tiempo
CRED-02230,2026-05-08,CLI-10075,Catalina Gómez,Tecnología,640659.47,3,Sucursal,A Tiempo
CRED-02231,2026-05-15,CLI-11996,Carlos Sepúlveda Núñez,Manufactura,2421215.22,9,Sucursal,A Tiempo
CRED-02232,2026-06-14,CLI-45102,Antonio Ricardo Nevárez Crespo,Educación,1851556.97,6,App Móvil,A Tiempo
CRED-02233,2026-05-05,CLI-54729,Eric Castro Monroy,Educación,193213.19,3,Web,A Tiempo
CRED-02234,2026-05-21,CLI-91844,Marcos Marcos Guerrero Camarillo,Transporte,,36,Call Center,A Tiempo
CRED-02235,2026-05-04,CLI-52219,Alta  Gracia Karina Zedillo Solís,Construcción,215379.75,9,Promotor,A Tiempo
CRED-02236,2026-05-30,CLI-12726,Fidel Javier Esquivel,Salud,540115.72,18,Web,A Tiempo
CRED-02237,2026-06-06,CLI-63438,Srita. María Elena Mondragón,Construcción,4512116.71,12,Web,Tardío
CRED-02238,2026-06-07,CLI-67333,Dolores Camila Roque,Servicios,836154.89,24,App Móvil,A Tiempo
CRED-02239,2026-05-14,CLI-47193,Teodoro Juan Salcedo Aguirre,Educación,2486549.38,18,Promotor,A Tiempo
CRED-02240,2026-06-14,CLI-35948,Irma Carrillo,Construcción,85139.39,9,Sucursal,A Tiempo
CRED-02241,2026-05-25,CLI-19415,Abril Villegas Medrano,Educación,1730070.07,6,Web,A Tiempo
CRED-02242,2026-04-28,CLI-00311,Enrique Mateo de la O Salazar,Servicios,4799762.82,6,App Móvil,A Tiempo
CRED-02243,2026-05-25,CLI-70797,Noemí Galván del Valle,Manufactura,4730061.61,24,Sucursal,A Tiempo
CRED-02244,2026-06-11,CLI-61821,Leonel Zarate Benavides,Transporte,2398287.19,24,Web,A Tiempo
CRED-02245,2026-04-25,CLI-34125,Augusto Ignacio Merino Mesa,Manufactura,431946.84,36,Call Center,A Tiempo
CRED-02246,2026-04-28,CLI-80519,Emiliano Ontiveros,Manufactura,2523568.69,24,Sucursal,Tardío
CRED-02247,2026-05-27,CLI-80135,Jaqueline Isabela Madrigal Garica,Transporte,4562030.16,6,Web,Tardío
CRED-02248,2026-06-26,CLI-72951,Ing. Andrés Niño,Construcción,1112906.77,36,Sucursal,A Tiempo
CRED-02249,2026-04-25,CLI-86009,Luisa Garica,Tecnología,880775.58,48,Sucursal,Tardío
CRED-02250,2026-04-30,CLI-22460,Elsa Elvira del Valle Delgado,Transporte,1090555.33,12,Web,A Tiempo
,2026-05-23,CLI-53847,Evelio Gurule,Comercio,2574612.62,24,Sucursal,A Tiempo
CRED-02252,2026-05-02,CLI-19883,Hugo Alonso Cazares Longoria,Transporte,4087911.97,9,Sucursal,Tardío
CRED-02253,2026-05-16,CLI-23787,Luisa Apodaca,Educación,3191641.26,9,Web,A Tiempo
CRED-02254,2026-06-13,CLI-19754,Amalia María Elena Covarrubias Garay,Servicios,2296412.58,12,App Móvil,A Tiempo
CRED-02255,2026-04-22,CLI-23362,Dr. Reynaldo Montez,Servicios,3840158.85,12,Promotor,A Tiempo
CRED-02256,2026-05-11,CLI-46445,Jonás Camilo Mascareñas,Manufactura,3006065.2,36,Web,Tardío
CRED-02257,2026-04-27,CLI-00163,Lic. Serafín Pedroza,Transporte,3587220.56,36,Promotor,A Tiempo
CRED-02258,2026-04-30,CLI-07338,Ernesto Maximiliano Valadez,Agricultura,335843.89,18,Call Center,A Tiempo
CRED-02259,2026-05-23,CLI-13251,Oswaldo Cepeda Caballero,Manufactura,2856656.69,12,Promotor,A Tiempo
CRED-02260,2026-06-07,CLI-88319,Jacinto Bétancourt Verdugo,Agricultura,3446622.51,3,Promotor,A Tiempo
CRED-02261,2026-06-12,CLI-59029,Abel Guzmán,Servicios,3346604.46,18,App Móvil,A Tiempo
CRED-02262,2026-05-04,CLI-22552,Jerónimo Medrano,Salud,1797818.45,3,Web,A Tiempo
CRED-02263,2026-05-17,CLI-28178,Sra. Patricia Santacruz,Tecnología,3234629.74,18,Promotor,A Tiempo
CRED-02264,2026-06-26,CLI-60794,Bruno Aldo Escobedo Sanches,Alimentos y Bebidas,4655769.65,18,Call Center,A Tiempo
CRED-02265,2026-06-17,CLI-31464,Nicolás Aguilera Robles,Educación,1703158.2,36,Promotor,A Tiempo
CRED-02266,2026-05-09,CLI-84657,Camila Irizarry,Salud,2095030.52,60,Web,A Tiempo
CRED-02267,2026-07-02,CLI-89559,Bernabé Eduardo Vaca,Educación,3051763.33,18,Call Center,A Tiempo
CRED-02268,2026-05-13,CLI-61011,Beatriz Gloria Villanueva,Comercio,334511.87,12,Sucursal,A Tiempo
CRED-02269,2026-06-17,CLI-20004,Federico Rodrigo Gaytán Colón,Educación,1233421.33,9,Call Center,A Tiempo
CRED-02270,2026-04-20,CLI-75499,Dulce Anabel Rascón,Construcción,2319714.71,6,Promotor,A Tiempo
CRED-02271,2026-07-09,CLI-19927,Ramiro Emilio Curiel Solano,Educación,3376919.93,12,App Móvil,A Tiempo
CRED-02272,2026-06-27,CLI-26231,Dr. Esteban Vigil,Manufactura,4304167.75,18,Call Center,Tardío
CRED-02273,2026-04-23,CLI-15636,Estela Hinojosa Romero,Construcción,3262875.83,48,Call Center,Tardío
CRED-02274,2026-07-06,CLI-54208,Ruby Gastélum,Salud,1851737.16,3,Promotor,A Tiempo
CRED-02275,,CLI-14534,María Luisa Alvarez Olivas,Agricultura,4989640.16,48,Promotor,A Tiempo
CRED-02276,2026-06-21,CLI-41750,Lourdes Ruelas Tovar,Construcción,4756725.78,36,Call Center,Tardío
CRED-02277,2026-06-27,CLI-70380,Ofelia Pantoja Ayala,Alimentos y Bebidas,1212725.57,60,Call Center,A Tiempo
CRED-02278,2026-05-08,CLI-85614,Luis Jos Muro,Manufactura,1813561.79,48,Sucursal,A Tiempo
CRED-02279,2026-06-03,CLI-42324,Laura Lourdes Reyna Colunga,Comercio,1580138.8,60,Sucursal,A Tiempo
CRED-02280,2026-07-02,CLI-22442,Vanesa Noemí Romero,Manufactura,105297.55,9,Call Center,A Tiempo
CRED-02281,,CLI-17927,Andrés Bueno Angulo,Transporte,4757669.12,24,Promotor,A Tiempo
CRED-02282,2026-06-08,CLI-19618,Beatriz Gastélum,Manufactura,4026394.49,36,App Móvil,Tardío
CRED-02283,2026-04-18,CLI-51132,Marisol Olvera,Construcción,1846518.71,24,Sucursal,A Tiempo
CRED-02284,2026-05-31,CLI-20032,Srita. Conchita Reyes,Educación,2678104.0,48,App Móvil,Tardío
CRED-02285,2026-06-10,CLI-56953,Clara Juana Carrasco Carrera,Salud,268107.15,24,Web,A Tiempo
CRED-02286,2026-06-30,CLI-68025,Srita. Pilar Gamez,Salud,2066519.63,18,Promotor,A Tiempo
CRED-02287,2026-04-23,CLI-85921,Marcos Sevilla Lozano,Agricultura,3576856.21,9,Call Center,A Tiempo
CRED-02288,2026-04-24,CLI-91168,María Teresa Georgina Sosa,Construcción,3494542.1,9,Sucursal,A Tiempo
CRED-02289,2026-07-14,CLI-11880,Irene Zamudio Muñoz,Educación,3902919.97,48,Web,A Tiempo
CRED-02290,2026-04-26,CLI-62649,Eloy Benjamín Olvera Camacho,Tecnología,1383803.59,36,Sucursal,Tardío
CRED-02291,2026-06-06,CLI-45038,Rufino Antonio Mojica,Alimentos y Bebidas,4628759.03,6,Sucursal,A Tiempo
CRED-02292,2026-06-26,CLI-52806,Ignacio Israel Chávez Casárez,Transporte,2636658.44,18,Web,A Tiempo
CRED-02293,2026-05-29,CLI-84881,César Rubén Carrera Santacruz,Servicios,4649424.37,48,App Móvil,A Tiempo
CRED-02294,2026-06-25,CLI-15696,Renato Melgar Malave,Alimentos y Bebidas,518086.3,6,App Móvil,A Tiempo
CRED-02295,2026-07-05,CLI-14291,Delia Mojica Montaño,Construcción,2100816.04,24,Sucursal,A Tiempo
CRED-02296,2026-05-13,CLI-09262,Noelia Gloria Salcedo,Tecnología,1381307.02,9,Promotor,Tardío
CRED-02297,2026-05-13,CLI-81148,Dra. Aurora Navarro,Comercio,1019054.27,3,Call Center,Tardío
CRED-02298,2026-06-10,CLI-91151,Lorena Rebeca Tirado Rivas,Construcción,3495112.32,12,Web,Tardío
CRED-02299,2026-05-17,CLI-23445,Sr. José Carlos Cepeda,Tecnología,3052183.32,60,Web,A Tiempo
CRED-02300,2026-04-26,CLI-63851,Francisco Ledesma,Construcción,4110177.7,18,Call Center,A Tiempo
CRED-02301,2026-05-28,CLI-86212,Karina Marisela Centeno,Salud,74553.62,6,App Móvil,A Tiempo
CRED-02302,2026-04-27,CLI-80486,Ricardo Arturo Robledo,Educación,1740005.33,24,Sucursal,Tardío
CRED-02303,2026-05-17,CLI-98197,Ing. Juan González,Manufactura,3120441.07,3,Sucursal,A Tiempo
CRED-02304,2026-04-26,CLI-84489,Lic. Mateo Zavala,Servicios,517288.91,36,Web,A Tiempo
CRED-02305,2026-06-12,CLI-87866,Ing. Eugenio Oquendo,Servicios,3398735.59,24,Promotor,Tardío
CRED-02306,2026-04-23,CLI-47091,Margarita Contreras,Comercio,3879077.77,48,Sucursal,A Tiempo
CRED-02307,2026-05-10,CLI-21537,Guadalupe Leonor Meléndez Téllez,Agricultura,1078103.08,12,Sucursal,A Tiempo
CRED-02308,2026-06-01,CLI-17333,Omar Escalante Nevárez,Salud,,6,Sucursal,A Tiempo
CRED-02309,2026-06-02,CLI-10411,Lourdes Montez,Construcción,2639315.76,18,Promotor,A Tiempo
CRED-02310,2026-07-09,CLI-00233,Jacinto Iván Muñoz,Comercio,3519448.7,24,App Móvil,A Tiempo
CRED-02311,2026-05-26,CLI-51555,Mariana Estefanía Longoria,Comercio,4527744.14,36,App Móvil,A Tiempo
CRED-02312,2026-06-14,CLI-89708,Rufino Acevedo,Servicios,2510646.73,12,Web,A Tiempo
CRED-02313,2026-07-06,CLI-27872,Sra. Paola Bustamante,Tecnología,373530.42,6,Web,A Tiempo
CRED-02314,2026-06-15,CLI-42047,José Abelardo Lira,Salud,3248767.81,6,App Móvil,A Tiempo
CRED-02315,2026-05-18,CLI-79625,Claudio Clemente Valencia Orta,Manufactura,4032535.44,60,Sucursal,Tardío
CRED-02316,2026-05-22,CLI-37023,Karina Corrales Zaragoza,Transporte,745633.07,12,Call Center,A Tiempo
CRED-02317,2026-06-30,CLI-35212,Julia Villarreal Rosales,Manufactura,4671555.06,60,App Móvil,A Tiempo
CRED-02318,2026-05-08,CLI-49670,José Silvano Parra,Servicios,797951.89,36,Web,A Tiempo
CRED-02319,2026-07-15,CLI-87309,María del Carmen Lozada Granado,Servicios,4551136.11,3,Call Center,Tardío
CRED-02320,2026-04-26,CLI-29610,Flavio Cantú Portillo,Agricultura,4131482.66,9,Promotor,Tardío
CRED-02321,2026-05-12,CLI-15392,Lorenzo Acevedo,Transporte,4915035.91,6,Web,A Tiempo
CRED-02322,2026-07-14,CLI-48512,Gregorio Espartaco Prieto Rentería,Educación,2250299.04,6,Sucursal,A Tiempo
CRED-02323,2026-04-28,CLI-07975,Mauricio Olvera,Educación,3712224.46,48,Call Center,A Tiempo
CRED-02324,2026-05-21,CLI-39544,Ana Luisa Liliana Enríquez,Alimentos y Bebidas,2012429.87,60,Call Center,A Tiempo
CRED-02325,2026-06-13,CLI-03436,Caridad Ofelia Montañez,Manufactura,31505.26,36,Call Center,A Tiempo
CRED-02326,2026-05-18,CLI-95102,Octavio Leiva Perales,Transporte,704376.63,3,Sucursal,Tardío
CRED-02327,2026-06-08,CLI-58500,Julio César Gallegos,Servicios,2600550.25,9,Sucursal,A Tiempo
CRED-02328,2026-04-23,CLI-73233,Mario Curiel Ledesma,Servicios,1892969.39,48,Call Center,Tardío
CRED-02329,2026-06-06,CLI-60407,Araceli Salas,Agricultura,2985843.0,12,Call Center,A Tiempo
CRED-02330,2026-05-03,CLI-53100,Lic. Gerardo Navarrete,Comercio,3605064.41,6,Promotor,Tardío
CRED-02331,2026-07-01,CLI-23018,Lorena Raya,Salud,4151437.61,9,Promotor,A Tiempo
CRED-02332,2026-07-13,CLI-77027,Vanesa Conchita Aguilera Oquendo,Agricultura,3672678.46,24,Promotor,Tardío
CRED-02333,2026-07-04,CLI-88590,Marisol Esperanza Murillo Carranza,Educación,2050694.72,3,Web,A Tiempo
CRED-02334,2026-06-05,CLI-11375,Luis Manuel José Luis Enríquez,Manufactura,3101149.83,3,Web,A Tiempo
,2026-04-22,CLI-30522,Marco Antonio Madrid Nava,Tecnología,4465010.26,60,Call Center,A Tiempo
CRED-02336,2026-04-29,CLI-27422,Asunción Aguirre,Servicios,4099544.61,9,Promotor,Tardío
CRED-02337,2026-06-17,CLI-27761,Micaela Dulce Frías,Salud,4706988.87,9,Web,Tardío
CRED-02338,2026-05-22,CLI-09273,Verónica Granado Regalado,Tecnología,285133.59,6,Call Center,A Tiempo
CRED-02339,2026-06-05,CLI-14340,Mercedes Caridad Casares,Servicios,544739.84,48,Sucursal,Tardío
CRED-02340,2026-05-02,CLI-76906,Trinidad Quiroz,Alimentos y Bebidas,2476452.38,6,Call Center,A Tiempo
CRED-02341,2026-07-02,CLI-74486,María Eugenia Griego Cardona,Alimentos y Bebidas,3558402.89,12,Promotor,A Tiempo
CRED-02342,2026-06-27,CLI-20013,Felipe Castellanos,Manufactura,1045887.43,48,Call Center,A Tiempo
CRED-02343,2026-06-10,CLI-85315,Horacio Burgos,Transporte,4624561.98,6,Sucursal,A Tiempo
CRED-02344,2026-06-11,CLI-62585,Mario Correa,Alimentos y Bebidas,2825821.36,3,App Móvil,A Tiempo
CRED-02345,2026-06-04,CLI-58175,Perla Solorio,Alimentos y Bebidas,2620928.81,12,Sucursal,A Tiempo
CRED-02346,2026-05-02,CLI-00313,Humberto Israel Arevalo Ramón,Educación,1144666.79,6,Web,A Tiempo
CRED-02347,2026-05-26,CLI-52820,Pedro Ocasio,Servicios,3184049.86,6,Promotor,A Tiempo
CRED-02348,2026-07-13,CLI-74044,Israel Adalberto Arevalo,Comercio,1270735.86,48,Promotor,A Tiempo
CRED-02349,2026-07-04,CLI-34150,Norma Itzel Nava,Servicios,3890313.22,36,Promotor,A Tiempo
CRED-02350,2026-05-10,CLI-06286,Adán Saavedra,Manufactura,738976.59,60,Call Center,A Tiempo
CRED-02351,2026-05-28,CLI-32322,Cecilia Armenta,Servicios,2903036.21,36,Call Center,A Tiempo
CRED-02352,2026-05-20,CLI-29603,Lic. Gustavo Tejada,Tecnología,3729666.05,3,App Móvil,A Tiempo
CRED-02353,2026-07-11,CLI-22309,Alejandro Luna Perales,Servicios,4125465.8,24,Call Center,A Tiempo
CRED-02354,2026-06-05,CLI-35175,Mario Jurado Negrón,Educación,4148646.47,3,Web,A Tiempo
CRED-02355,2026-04-30,CLI-43665,Dra. Inés Chacón,Comercio,842073.04,36,Call Center,A Tiempo
CRED-02356,2026-05-06,CLI-29383,Sra. Estela Delgadillo,Servicios,1804476.46,3,App Móvil,A Tiempo
CRED-02357,2026-06-12,CLI-67897,Ivonne Salgado Castillo,Manufactura,1306121.98,12,Web,A Tiempo
CRED-02358,2026-07-01,CLI-95855,Sr. Abel Burgos,Salud,3277340.53,18,App Móvil,Tardío
CRED-02359,2026-07-12,CLI-24842,Virginia Estela Angulo Bonilla,Educación,401354.85,12,App Móvil,A Tiempo
CRED-02360,2026-05-03,CLI-09372,Itzel Longoria,Comercio,2336311.26,9,Call Center,Tardío
CRED-02361,2026-06-08,CLI-59403,Eugenio Camilo Corona,Servicios,54582.32,24,App Móvil,A Tiempo
CRED-02362,2026-05-22,CLI-35995,Augusto Espinosa Botello,Comercio,1149296.12,12,Call Center,A Tiempo
CRED-02363,2026-07-15,CLI-62986,Bernabé Gonzalo Páez,Comercio,2788451.59,12,Promotor,A Tiempo
CRED-02364,2026-05-10,CLI-99508,Juan Carlos Aldo Prado Tamayo,Manufactura,2281184.98,12,Call Center,A Tiempo
CRED-02365,2026-06-20,CLI-52354,Sra. Elena Arteaga,Educación,2945765.72,24,App Móvil,A Tiempo
CRED-02366,2026-05-07,CLI-41231,Yolanda Roldán,Tecnología,958279.62,12,Web,A Tiempo
CRED-02367,2026-04-18,CLI-05314,Augusto Ramón López,Construcción,2216362.51,6,Sucursal,A Tiempo
CRED-02368,2026-05-29,CLI-63401,Sessa Ana Luisa Carrasco,Salud,1411994.96,18,Sucursal,A Tiempo
CRED-02369,2026-07-06,CLI-22183,Diego Roberto Guillen,Transporte,4438935.23,24,Promotor,A Tiempo
CRED-02370,2026-04-22,CLI-97183,Ernesto José María Camarillo,Servicios,1629868.48,48,Promotor,Tardío
CRED-02371,2026-06-05,CLI-89418,Raúl Romero Vega,Agricultura,1768141.44,3,Call Center,A Tiempo
CRED-02372,2026-05-26,CLI-67853,Clara Marisol Marrero,Agricultura,2522850.91,24,Call Center,A Tiempo
CRED-02373,2026-06-04,CLI-99293,Martín Arroyo,Agricultura,1197608.65,48,Sucursal,A Tiempo
CRED-02374,2026-05-14,CLI-25497,Rosalia Carranza Robledo,Comercio,1831964.32,9,Promotor,A Tiempo
CRED-02375,2026-05-25,CLI-20418,María Sánchez Salgado,Salud,384731.07,12,Call Center,A Tiempo
CRED-02376,2026-05-22,CLI-50173,Elena Pérez,Educación,3080627.37,48,Sucursal,A Tiempo
CRED-02377,2026-06-21,CLI-19261,Marisol Teresa Castillo Quiñónez,Agricultura,983331.85,9,Promotor,A Tiempo
CRED-02378,2026-07-03,CLI-13703,Elias Clemente Salas Casas,Tecnología,486985.89,12,Promotor,A Tiempo
CRED-02379,2026-06-26,CLI-34617,Virginia Karina de la Fuente,Agricultura,4363580.73,9,Call Center,A Tiempo
CRED-02380,2026-06-08,CLI-18740,Pascual Armando Serrato Rocha,Transporte,1831484.13,60,Promotor,A Tiempo
CRED-02381,2026-05-31,CLI-62989,Juan Carlos José Carlos Hinojosa Puga,Transporte,1557606.24,3,Sucursal,A Tiempo
CRED-02382,2026-06-27,CLI-58798,Estela Garibay de la Fuente,Transporte,-3310271.28,24,Call Center,A Tiempo
CRED-02383,2026-05-20,CLI-12431,Julia Moya Sevilla,Manufactura,3245420.17,24,Web,A Tiempo
CRED-02384,2026-06-24,CLI-21247,Guillermina Camila Bustos,Tecnología,3344422.4,12,Promotor,A Tiempo
CRED-02385,2026-07-06,CLI-30145,Zacarías Ignacio Girón,Manufactura,2245561.53,3,Promotor,A Tiempo
CRED-02386,2026-06-06,CLI-86391,Fidel Santiago Arreola,Servicios,1986836.05,12,Web,Tardío
CRED-02387,2026-04-27,CLI-91886,Óscar Gabriel Maestas Ortiz,Alimentos y Bebidas,3526674.32,18,Sucursal,Tardío
CRED-01703,2026-04-22,CLI-03264,Lic. Magdalena Quezada,Agricultura,272991.28,3,Call Center,A Tiempo
CRED-02389,2026-07-09,CLI-42153,Sr. Marco Antonio Alemán,Manufactura,1805500.48,6,Web,A Tiempo
CRED-02390,,CLI-88053,Noemí Carreón,Transporte,1971644.45,6,Sucursal,A Tiempo
CRED-02391,2026-05-19,CLI-46807,Paola Leonor Gómez Gurule,Construcción,4001701.88,48,Sucursal,A Tiempo
CRED-02392,2026-06-16,CLI-16445,Sra. Conchita Casas,Alimentos y Bebidas,489130.78,12,App Móvil,A Tiempo
CRED-02393,2026-06-01,CLI-63250,Diego Madrid Castillo,Transporte,913403.05,60,Call Center,A Tiempo
CRED-02394,2026-05-08,CLI-56528,Leonel Dueñas,Salud,1244824.86,48,Promotor,A Tiempo
CRED-02395,2026-06-21,CLI-28906,Blanca Velasco Sánchez,Educación,3033168.86,48,Sucursal,A Tiempo
CRED-02396,2026-04-27,CLI-05541,Wilfrido Montenegro Munguía,Manufactura,4863160.38,60,Web,A Tiempo
CRED-02397,2026-06-06,CLI-57751,Srita. Ana Luisa Vaca,Transporte,1572613.24,24,Promotor,A Tiempo
CRED-02398,,CLI-64176,Vicente Gonzalo Suárez,Agricultura,2854820.7,12,Web,A Tiempo
CRED-02399,2026-07-15,CLI-34185,Guadalupe Ayala,Salud,4841560.21,9,Sucursal,A Tiempo
CRED-02400,,CLI-94322,Ing. Jorge Luis Sierra,Construcción,2495342.99,3,Sucursal,A Tiempo
CRED-02401,2026-06-10,CLI-85534,Estela Verdugo Murillo,Servicios,1619395.27,48,Call Center,A Tiempo
CRED-02402,2026-06-03,CLI-46342,Víctor Rufino Colunga Caldera,Alimentos y Bebidas,2466914.46,18,Promotor,A Tiempo
CRED-02403,2026-07-11,CLI-50011,Jos Malave,Transporte,4956093.49,36,App Móvil,A Tiempo
CRED-02404,2026-05-16,CLI-45746,Bruno Vergara,Transporte,3914970.26,6,App Móvil,Tardío
CRED-02405,2026-05-08,CLI-59625,Renato Benjamín Rodríquez,Educación,3643043.83,18,Call Center,A Tiempo
CRED-02406,2026-05-24,CLI-58461,Dulce María María José Laboy,Agricultura,1231660.16,48,Call Center,A Tiempo
CRED-02407,2026-06-25,CLI-33963,Elisa Noelia Olivas Bahena,Alimentos y Bebidas,4899225.96,48,Web,A Tiempo
CRED-02408,2026-04-25,CLI-99937,Javier Polanco,Tecnología,3983655.19,36,Promotor,Tardío
CRED-02409,2026-05-28,CLI-12983,Reynaldo Gerardo Jaramillo,Agricultura,4629552.97,24,Call Center,A Tiempo
CRED-02410,2026-07-12,CLI-00062,Dra. Amalia Aragón,Agricultura,3597733.46,9,Web,A Tiempo
CRED-02411,2026-05-09,CLI-04743,Gloria Zúñiga Pabón,Tecnología,1172401.69,48,Sucursal,A Tiempo
CRED-02412,2026-05-13,CLI-95341,Ing. Hernán Cantú,Transporte,3266342.01,24,App Móvil,A Tiempo
